isbn,Author,Category,Author_NY,Title_NY,author_gender
1439136610,WEISBERGER LAUREN,Fiction General,Lauren Weisberger,LAST NIGHT AT CHATEAU MARMONT,female
0393079422,SOUFAN ALI H.,History/Law/Political Science,Ali H Soufan with Daniel Freedman,THE BLACK BANNERS,multi
0399156275,ROBARDS KAREN,Romance,Karen Robards,SHATTERED,female
0061438456,FRANK DOROTHEA BENTON,Fiction General,Dorothea Benton Frank,RETURN TO SULLIVANS ISLAND,female
0805082166,WINSPEAR JACQUELINE,Mystery/Detective,Jacqueline Winspear,AMONG THE MAD,female
1439150036,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,PROMISE ME,male
0393239357,BRYNJOLFSSON ERIK,Reference,Erik Brynjolfsson and Andrew McAfee,THE SECOND MACHINE AGE,multi
0307453278,MACINTYRE BEN,History/Law/Political Science,Ben Macintyre,OPERATION MINCEMEAT,male
0385352549,SACKS OLIVER,Biography/Autobiography/Memoir,Oliver Sacks,ON THE MOVE,male
1594205469,CHUA AMY,Nonfiction General,Amy Chua and Jed Rubenfeld,TRIPLE PACKAGE,multi
0553807994,KING LAURIE R.,Mystery/Detective,Laurie R King,GARMENT OF SHADOWS,female
1591845505,CONARD EDWARD,Business/Economics,Edward Conard,UNINTENDED CONSEQUENCES,male
0345528875,MACOMBER DEBBIE,Romance,Debbie Macomber,ANGELS AT THE TABLE,female
0307956350,PAVONE CHRISTOPHER,Mystery/Detective,Chris Pavone,THE EXPATS,male
0385515510,CHILD LINCOLN,Suspense/Thrillers,Lincoln Child,TERMINAL FREEZE,male
0553807234,GARDNER LISA,Suspense/Thrillers,Lisa Gardner,THE NEIGHBOR,female
1596986034,THIESSEN MARC A.,History/Law/Political Science,Marc A Thiessen,COURTING DISASTER,male
1416554440,PRINCE,Biography/Autobiography/Memoir,Prince and Randee St Nicholas,21 NIGHTS,multi
0553804545,KING LAURIE R.,Mystery/Detective,Laurie R King,THE LANGUAGE OF BEES,female
0345528697,BENJAMIN MELANIE,Fiction General,Melanie Benjamin,THE SWANS OF FIFTH AVENUE,female
039917432X,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Russell Blake,THE SOLOMON CURSE,multi
1594489947,BLACK LEWIS,Humor,Lewis Black,ME OF LITTLE FAITH,male
1451661444,ANDERSEN CHRISTOPHER,Biography/Autobiography/Memoir,Christopher Andersen,MICK,male
0525427201,HODGMAN GEORGE,Biography/Autobiography/Memoir,George Hodgman,BETTYVILLE,male
0312614578,BARR NEVADA,Mystery/Detective,Nevada Barr,THE ROPE,female
1501119796,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,THE MISTLETOE INN,male
1594202508,ROUBINI NOURIEL,Business/Economics,Nouriel Roubini and Stephen Mihm,CRISIS ECONOMICS,multi
0316224588,RANKIN IAN,Mystery/Detective,Ian Rankin,STANDING IN ANOTHER MAN&#39;S GRAVE,male
0307960471,NESBO JO,Mystery/Detective,Jo Nesbo,PHANTOM,male
0670021261,MACCULLOCH DIARMAID,Religion/Bibles,Diarmaid MacCulloch,CHRISTIANITY,male
0061731153,JANCE J. A.,Mystery/Detective,J A Jance,BETRAYAL OF TRUST,female
1451684932,BAROFSKY NEIL,History/Law/Political Science,Neil Barofsky,BAILOUT,male
0770436145,WESSEL DAVID,History/Law/Political Science,David Wessel,RED INK,male
0312567243,SMITH WILBUR,Fiction General,Wilbur Smith,ASSEGAI,male
0446564443,LUDLUM ROBERT,Mystery/Detective,Eric Van Lustbader,THE BOURNE DOMINION,multi
1451695993,MATTHEWS CHRIS,Biography/Autobiography/Memoir,Chris Matthews,TIP AND THE GIPPER,male
0446540331,HITCHENS CHRISTOPHER,Biography/Autobiography/Memoir,Christopher Hitchens,HITCH-22,male
0345485793,BERRY STEVE,Fiction General,Steve Berry,THE CHARLEMAGNE PURSUIT,male
0399156488,PARKER ROBERT B.,Western,Robert B Parker,BLUE-EYED DEVIL,male
0312376316,MOORE MARY TYLER,Biography/Autobiography/Memoir,Mary Tyler Moore,GROWING UP AGAIN,female
0312368151,JOHANSEN IRIS,Suspense/Thrillers,Iris Johansen,EIGHT DAYS TO LIVE,female
1451608217,KING STEPHEN,Fiction General,Stephen King,BLOCKADE BILLY,male
1400067928,MCCAIN JOHN,Biography/Autobiography/Memoir,John McCain with Mark Salter,FAITH OF MY FATHERS,multi
052595161X,FAIRSTEIN LINDA A.,Suspense/Thrillers,Linda Fairstein,HELL GATE,female
0061257052,TRIGIANI ADRIANA,Fiction General,Adriana Trigiani,VERY VALENTINE,female
1439136823,COLE KRESLEY,Romance,Kresley Cole,LOTHAIRE,unknown
159448841X,LAMOTT ANNE,Biography/Autobiography/Memoir,Anne Lamott with Sam Lamott,SOME ASSEMBLY REQUIRED,multi
1250055806,BARKER CLIVE,Horror/Occult/Psychological,Clive Barker,THE SCARLET GOSPELS,male
159995334X,DEKKER TED,Suspense/Thrillers,Ted Dekker,THE PRIEST&#39;S GRAVEYARD,male
0399171940,HIGGINS JACK,Suspense/Thrillers,Jack Higgins,RAIN ON THE DEAD,male
0385342322,BRADLEY ALAN,Mystery/Detective,Alan Bradley,A RED HERRING WITHOUT MUSTARD,male
0525954554,HOAG TAMI,Suspense/Thrillers,Tami Hoag,THE BITTER SEASON,female
0525952640,CHIAVERINI JENNIFER,Fiction General,Jennifer Chiaverini,SONOMA ROSE,female
0770433243,MITCHELL ANDIE,Biography/Autobiography/Memoir,Andie Mitchell,IT WAS ME ALL ALONG,female
1937856402,HUNTER RIELLE,Biography/Autobiography/Memoir,Rielle Hunter,WHAT REALLY HAPPENED,female
0061988340,ZUCKOFF MITCHELL,History/Law/Political Science,Mitchell Zuckoff,LOST IN SHANGRI-LA,male
1476710791,BURKE JAMES LEE,Suspense/Thrillers,James Lee Burke,WAYFARING STRANGER,male
1476765073,JONES GRACE,Biography/Autobiography/Memoir,Grace Jones as told to Paul Morley,I&#39;LL NEVER WRITE MY MEMOIRS,multi
1451698097,KENGOR PAUL,Biography/Autobiography/Memoir,Paul Kengor,THE COMMUNIST,male
0871404230,BEARD MARY,History/Law/Political Science,Mary Beard,SPQR,female
045122986X,LANCASTER JEN,Biography/Autobiography/Memoir,Jen Lancaster,MY FAIR LAZY,female
0307269914,BREYER STEPHEN,History/Law/Political Science,Stephen Breyer,MAKING OUR DEMOCRACY WORK,male
0385354193,NESBO JO,Suspense/Thrillers,Jo Nesbo,BLOOD ON SNOW,male
0316008958,BRADLEY JAMES,History/Law/Political Science,James Bradley,THE IMPERIAL CRUISE,male
1439171211,HARRIS SAM,Reference,Sam Harris,THE MORAL LANDSCAPE,male
0399156828,GIBSON WILLIAM,Suspense/Thrillers,William Gibson,ZERO HISTORY,male
054742485X,GREITENS ERIC,Biography/Autobiography/Memoir,Eric Greitens,THE HEART AND THE FIST,male
0062292889,PALIN SARAH,Religion/Bibles,Sarah Palin,GOOD TIDINGS AND GREAT JOY,female
0399159347,MORIARTY LIANE,Fiction General,Liane Moriarty,THE HUSBAND&#39;S SECRET,female
1101990260,BARTON FIONA,Suspense/Thrillers,Fiona Barton,THE WIDOW,female
0374292086,DARNIELLE JOHN,Fiction General,John Darnielle,WOLF IN WHITE VAN,male
0670025194,CHENEY LYNNE,Biography/Autobiography/Memoir,Lynne Cheney,JAMES MADISON,female
0399157026,KRENTZ JAYNE ANN,Romance,Jayne Ann Krentz,IN TOO DEEP,female
0385344406,MONING KAREN MARIE,Fantasy,Karen Marie Moning,ICED,female
0374281092,MCDERMOTT ALICE,Fiction General,Alice McDermott,SOMEONE,female
0399158448,GIBSON WILLIAM,Science Fiction,William Gibson,THE PERIPHERAL,male
1594488843,PINK DANIEL H.,Business/Economics,Daniel H Pink,DRIVE,male
0399165274,FORSYTH FREDERICK,Suspense/Thrillers,Frederick Forsyth,THE KILL LIST,male
0060548940,MAGUIRE GREGORY,Fantasy,Gregory Maguire,OUT OF OZ,multi
1476783896,BECK GLENN,History/Law/Political Science,Glenn Beck with Kevin Balfe,DREAMERS AND DECEIVERS,male
0446548154,WEINTRAUB JERRY,Biography/Autobiography/Memoir,Jerry Weintraub with Rich Cohen,"WHEN I STOP TALKING, YOU&#39;LL KNOW I&#39;M DEAD",multi
0061791644,ROBERTS SELENA,Biography/Autobiography/Memoir,Selena Roberts,A-ROD,female
081299891X,RUSHDIE SALMAN,Fiction General,Salman Rushdie,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS,male
1451642229,RATIGAN DYLAN,History/Law/Political Science,Dylan Ratigan,GREEDY BASTARDS,male
0977326411,COLLINS JAMES C.,Business/Economics,Jim Collins,HOW THE MIGHTY FALL,male
0061961175,FRANK DOROTHEA BENTON,Fiction General,Dorothea Benton Frank,LOWCOUNTRY SUMMER,female
0812992857,SHERMAN GABRIEL,Business/Economics,Gabriel Sherman,THE LOUDEST VOICE IN THE ROOM,male
0425242099,SINGH NALINI,Romance,Nalini Singh,KISS OF SNOW,female
006202423X,MARTIN JAMES,Religion/Bibles,James Martin,JESUS,male
0345516532,HORAN NANCY,Fiction General,Nancy Horan,UNDER THE WIDE AND STARRY SKY,female
0743236718,SOLOMON ANDREW,Reference,Andrew Solomon,FAR FROM THE TREE,male
1439114080,WINIK JAY,History/Law/Political Science,Jay Winik,1944,male
0061147958,HILL JOE,Suspense/Thrillers,Joe Hill,HORNS,male
0767927567,JESSOP CAROLYN,Biography/Autobiography/Memoir,Carolyn Jessop with Laura Palmer,ESCAPE,multi
0547577532,ECO UMBERTO,Fiction General,Umberto Eco,THE PRAGUE CEMETERY,multi
0399159746,BERENSON ALEX,Suspense/Thrillers,Alex Berenson,TWELVE DAYS,male
0061766720,OLLESTAD NORMAN,Biography/Autobiography/Memoir,Norman Ollestad,CRAZY FOR THE STORM,male
046502954X,BRZEZINSKI ZBIGNIEW,History/Law/Political Science,Zbigniew Brzezinski,STRATEGIC VISION,male
031258752X,PALMER MICHAEL,Suspense/Thrillers,Michael Palmer,A HEARTBEAT AWAY,male
0307701220,ELLIS JOSEPH J.,History/Law/Political Science,Joseph J Ellis,REVOLUTIONARY SUMMER,male
0553807242,GARDNER LISA,Mystery/Detective,Lisa Gardner,LIVE TO TELL,female
1621573737,DUBRAVAC SHAWN,Reference,Shawn DuBravac,DIGITAL DESTINY,multi
0385348150,MARCHANT JO,Health/Fitness/Medicine/Sports,Jo Marchant,CURE,female
0399155503,HIGGINS JACK,Suspense/Thrillers,Jack Higgins,A DARKER PLACE,male
0062067842,JENSEN FRANCES E.,Nonfiction General,Frances E Jensen with Amy Ellis Nutt,THE TEENAGE BRAIN,multi
0525952632,FAIRSTEIN LINDA,Mystery/Detective,Linda Fairstein,NIGHT WATCH,female
0316043877,HILDERBRAND ELIN,Fiction General,Elin Hilderbrand,THE ISLAND,female
1416563709,GREGORY PHILIPPA,Fiction General,Philippa Gregory,THE LADY OF THE RIVERS,female
034551064X,PERRY ANNE,Mystery/Detective,Anne Perry,A SUNLESS SEA,female
1594203768,NASAW DAVID,Biography/Autobiography/Memoir,David Nasaw,PATRIARCH,male
1250049377,ROWELL RAINBOW,Fiction General,Rainbow Rowell,LANDLINE,female
0061930237,MARTINI STEVE,Suspense/Thrillers,Steve Martini,TRADER OF SECRETS,male
0062248472,HILL JENNA MISCAVIGE,Biography/Autobiography/Memoir,Jenna Miscavige Hill with Lisa Pulitzer,BEYOND BELIEF,multi
0385343302,BALOGH MARY,Romance,Mary Balogh,A SECRET AFFAIR,female
0385344422,MONING KAREN MARIE,Romance,Karen Marie Moning,FEVERBORN,female
054705484X,ROTH PHILIP,Fiction General,Philip Roth,INDIGNATION,male
006075401X,NORMAN PHILIP,Biography/Autobiography/Memoir,Philip Norman,JOHN LENNON,male
0802120237,LEON DONNA,Mystery/Detective,Donna Leon,BEASTLY THINGS,female
0399165126,KRENTZ JAYNE ANN,Romance,Jayne Ann Krentz,RIVER ROAD,female
1451626096,GREGORY PHILIPPA,Fiction General,Philippa Gregory,THE WHITE PRINCESS,female
1401324134,HENNESY CAROLYN,Fiction General,Carolyn Hennesy,THE SECRET LIFE OF DAMIAN SPINELLI,multi
0399157050,WHITE RANDY WAYNE,Suspense/Thrillers,Randy Wayne White,NIGHT VISION,male
0786963719,SALVATORE R. A.,Fantasy,R A Salvatore,THE COMPANIONS,male
1594201927,FERGUSON NIALL,History/Law/Political Science,Niall Ferguson,THE ASCENT OF MONEY,male
0553807218,ALLEN SARAH ADDISON,Fiction General,Sarah Addison Allen,THE GIRL WHO CHASED THE MOON,female
1400066034,FURST ALAN,Mystery/Detective,Alan Furst,SPIES OF THE BALKANS,male
0525952020,FAIRSTEIN LINDA,Suspense/Thrillers,Linda Fairstein,SILENT MERCY,female
054784865X,SHEFF DAVID,Self Help,David Sheff,CLEAN,male
0805093389,TUOHY LEIGH ANNE,Biography/Autobiography/Memoir,Leigh Anne Tuohy and Sean Tuohy with Sally Jenkins,IN A HEARTBEAT,multi
030740515X,BUCHANAN PATRICK J.,History/Law/Political Science,Patrick J Buchanan,"CHURCHILL, HITLER, AND THE UNNECESSARY WAR",male
0399159495,BRANDMAN MICHAEL,Mystery/Detective,Michael Brandman,ROBERT B. PARKER&#39;S FOOL ME TWICE,multi
0399170847,ATKINS ACE,Mystery/Detective,Ace Atkins,ROBERT B. PARKER&#39;S KICKBACK,male
0062120395,MEYER PHILIPP,Western,Philipp Meyer,THE SON,male
1594746370,DOESCHER IAN,Science Fiction,Ian Doescher,WILLIAM SHAKESPEARE&#39;S STAR WARS,male
0312567464,COLLINS JACKIE,Fiction General,Jackie Collins,GODDESS OF VENGEANCE,female
0670023345,PAGELS ELAINE,Religion/Bibles,Elaine Pagels,REVELATIONS,female
0385341059,BALOGH MARY,Romance,Mary Balogh,SEDUCING AN ANGEL,female
1594488010,RONSON JON,Nonfiction General,Jon Ronson,THE PSYCHOPATH TEST,male
0761177450,MELTZER BRAD,History/Law/Political Science,Brad Meltzer with Keith Ferrell,HISTORY DECODED,multi
045123801X,WARD J. R.,Romance,JR Ward,RAPTURE,unknown
0670026115,ROSS ANN B.,Fiction General,Ann B Ross,MISS JULIA&#39;S MARVELOUS MAKEOVER,female
0385353308,MANDEL EMILY ST JOHN,Science Fiction,Emily St John Mandel,STATION ELEVEN,female
0316185396,TAPPER JAKE,History/Law/Political Science,Jake Tapper,THE OUTPOST,male
1414334060,WARNER KURT,Biography/Autobiography/Memoir,Kurt Warner and Brenda Warner with Jennifer Schuchmann,FIRST THINGS FIRST,male
0307377334,EAGLEMAN DAVID M.,Reference,David Eagleman,INCOGNITO,male
1250028655,FOWLER THERESE ANNE,Fiction General,Therese Anne Fowler,Z,female
0307264785,VANDERBILT TOM,Nonfiction General,Tom Vanderbilt,TRAFFIC,male
0345539478,SLAUGHTER KARIN,Suspense/Thrillers,Karin Slaughter,UNSEEN,female
1451659164,BUCK RINKER,Travel,Rinker Buck,THE OREGON TRAIL,unknown
034551548X,GERRITSEN TESS,Suspense/Thrillers,Tess Gerritsen,ICE COLD,female
0399156046,GOODKIND TERRY,Suspense/Thrillers,Terry Goodkind,THE LAW OF NINES,male
1455502774,HITCHENS CHRISTOPHER,Nonfiction General,Christopher Hitchens,ARGUABLY,male
1414333072,YOUSEF MOSAB HASSAN,Biography/Autobiography/Memoir,Mosab Hassan Yousef with Ron Brackin,SON OF HAMAS,multi
0805079882,FRANK THOMAS,History/Law/Political Science,Thomas Frank,THE WRECKING CREW,male
1476731497,HILL CLINT,Biography/Autobiography/Memoir,Clint Hill and Lisa McCubbin,FIVE DAYS IN NOVEMBER,multi
0525950699,MCCARTHY JENNY,Reference,Jenny McCarthy,MOTHER WARRIORS,female
0399156917,WOODS STUART,Mystery/Detective,Stuart Woods,SANTA FE EDGE,male
0786963646,SALVATORE R. A.,Fantasy,R A Salvatore,THE LAST THRESHOLD,male
0312380348,HART JOHN,Fiction General,John Hart,IRON HOUSE,male
0618620117,LEHRER JONAH,Reference,Jonah Lehrer,HOW WE DECIDE,male
1416533168,CHIAVERINI JENNIFER,Fiction General,Jennifer Chiaverini,THE LOST QUILTER,female
0375409289,MOORE LORRIE,Fiction General,Lorrie Moore,A GATE AT THE STAIRS,female
081299289X,SEE LISA,Fiction General,Lisa See,CHINA DOLLS,female
1476769893,PUTNAM ROBERT D.,Nonfiction General,Robert D Putnam,OUR KIDS,male
1591843634,MCLEAN BETHANY,Business/Economics,Bethany McLean and Joe Nocera,ALL THE DEVILS ARE HERE,multi
1416544208,KLOSTERMAN CHUCK,Nonfiction General,Chuck Klosterman,EATING THE DINOSAUR,male
1455515035,BOLEN W. R.,Humor,W R Bolen and the creators of TotalFratMovecom,TOTAL FRAT MOVE,unknown
1250040493,PAUL ALAN,Biography/Autobiography/Memoir,Alan Paul,ONE WAY OUT,multi
0345543165,EVANOVICH JANET,Mystery/Detective,Janet Evanovich and Lee Goldberg,THE SCAM,multi
0345521080,LETTS ELIZABETH,Health/Fitness/Medicine/Sports,Elizabeth Letts,THE EIGHTY-DOLLAR CHAMPION,female
1401324568,KENNEDY CAROLINE,History/Law/Political Science,selected  Ted Widmer,LISTENING IN,multi
1451673280,GWYNNE S. C.,Biography/Autobiography/Memoir,S C Gwynne,REBEL YELL,unknown
1935071874,KLEIN AARON,Nonfiction General,Aaron Klein with Brenda J Elliott,THE MANCHURIAN PRESIDENT,male
0307700321,SMILEY JANE,Fiction General,Jane Smiley,EARLY WARNING,female
1400069831,KAPLAN ROBERT D.,History/Law/Political Science,Robert D Kaplan,REVENGE OF GEOGRAPHY,male
0446504122,BRONSON PO,Nonfiction General,Po Bronson and Ashley Merryman,NURTURESHOCK,multi
1400064996,WHITE RONALD C. JR.,Biography/Autobiography/Memoir,Ronald C White Jr,A. LINCOLN,male
0374128952,MANDELA NELSON,Biography/Autobiography/Memoir,Nelson Mandela,CONVERSATIONS WITH MYSELF,multi
1250029945,KENYON SHERRILYN,Romance,Sherrilyn Kenyon,DRAGONBANE,female
0307718921,MCGINNISS JOE,History/Law/Political Science,Joe McGinniss,THE ROGUE,male
1501119109,STIRLING LINDSEY,Biography/Autobiography/Memoir,Lindsey Stirling and Brooke S Passey,THE ONLY PIRATE AT THE PARTY,multi
0375505105,LEIBOVITZ ANNIE,Art/Architecture/Design/Photography,Annie Leibovitz,ANNIE LEIBOVITZ AT WORK,female
1400069742,OLSON LYNNE,History/Law/Political Science,Lynne Olson,THOSE ANGRY DAYS,female
1250033799,KREUTZMANN BILL,Biography/Autobiography/Memoir,Bill Kreutzmann with Benjy Eisen,DEAL,multi
0062136151,WADE DWYANE,Biography/Autobiography/Memoir,Dwyane Wade with Mim Eichler Rivas,A FATHER FIRST,male
0399158952,KRENTZ JAYNE ANN,Romance,Jayne Ann Krentz,DREAM EYES,female
1594204098,FREELAND CHRYSTIA,Nonfiction General,Chrystia Freeland,PLUTOCRATS,female
0399159096,QUICK AMANDA,Romance,Amanda Quick,THE MYSTERY WOMAN,female
1599951959,DEKKER TED,Suspense/Thrillers,Ted Dekker,BONEMAN&#39;S DAUGHTERS,male
0307338770,WALLACE BENJAMIN,Cooking/Entertaining,Benjamin Wallace,THE BILLIONAIRE&#39;S VINEGAR,male
0544115899,TOLKIEN J. R. R.,Fantasy,J R R Tolkien,THE FALL OF ARTHUR,multi
0062135252,ROLLINS JAMES,Suspense/Thrillers,James Rollins and Grant Blackwood,THE KILL SWITCH,multi
0399157352,BOX C. J.,Mystery/Detective,C J Box,COLD WIND,male
147673190X,HOBBS JEFF,Biography/Autobiography/Memoir,Jeff Hobbs,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,male
0061778141,VAN PRAAGH JAMES,Nonfiction General,James Van Praagh,UNFINISHED BUSINESS,male
1250004470,SCHIFF PETER D.,Business/Economics,Peter D Schiff,THE REAL CRASH,male
1451613946,FREHLEY ACE,Biography/Autobiography/Memoir,Ace Frehley with Joe Layden and John Ostrosky,NO REGRETS,multi
1594631573,STRAUB EMMA,Fiction General,Emma Straub,THE VACATIONERS,female
1594202028,MULLANEY CRAIG M.,Biography/Autobiography/Memoir,Craig M Mullaney,THE UNFORGIVING MINUTE,male
0312359322,HART JOHN,Suspense/Thrillers,John Hart,THE LAST CHILD,male
0316231436,MACY BETH,Business/Economics,Beth Macy,FACTORY MAN,female
1439192952,THOR BRAD,Suspense/Thrillers,Brad Thor,THE ATHENA PROJECT,male
0385350880,RAVITCH DIANE,Nonfiction General,Diane Ravitch,REIGN OF ERROR,female
0307269183,ARMSTRONG KAREN,Religion/Bibles,Karen Armstrong,THE CASE FOR GOD,female
0805091343,HENRIQUES DIANA B.,Biography/Autobiography/Memoir,Diana B Henriques,THE WIZARD OF LIES,female
1594202273,SCHLOSSER ERIC,History/Law/Political Science,Eric Schlosser,COMMAND AND CONTROL,male
0307459683,WESSEL DAVID,Business/Economics,David Wessel,IN FED WE TRUST,male
0061230901,MARTINI STEVE,Suspense/Thrillers,Steve Martini,GUARDIAN OF LIES,male
0062002767,ROBERTS COKIE,History/Law/Political Science,Cokie Roberts,CAPITAL DAMES,female
0312611617,JOHANSEN IRIS,Suspense/Thrillers,Iris Johansen and Roy Johansen,CLOSE YOUR EYES,multi
0374228442,SCHULTE BRIGID,Nonfiction General,Brigid Schulte,OVERWHELMED,female
039915972X,BERENSON ALEX,Mystery/Detective,Alex Berenson,THE NIGHT RANGER,male
0385521707,SHAVIT ARI,History/Law/Political Science,Ari Shavit,MY PROMISED LAND,male
1594201994,BURROUGH BRYAN,History/Law/Political Science,Bryan Burrough,THE BIG RICH,male
0385526350,PALAHNIUK CHUCK,Fiction General,Chuck Palahniuk,TELL-ALL,male
0812994523,STEVENSON BRYAN,Biography/Autobiography/Memoir,Bryan Stevenson,JUST MERCY,male
0446564745,TARABORRELLI J. RANDY,Biography/Autobiography/Memoir,J Randy Taraborrelli,MICHAEL JACKSON,male
0670021202,KIDD SUE MONK,Biography/Autobiography/Memoir,Sue Monk Kidd and Ann Kidd Taylor,TRAVELING WITH POMEGRANATES,multi
1400043581,DOBBS MICHAEL,History/Law/Political Science,Michael Dobbs,ONE MINUTE TO MIDNIGHT,male
0547225474,BIRD LARRY,Biography/Autobiography/Memoir,"Larry Bird and Earvin ""Magic"" Johnson with Jackie MacMullan",WHEN THE GAME WAS OURS,multi
0062270486,HILLERMAN ANNE,Mystery/Detective,Anne Hillerman,SPIDER WOMAN&#39;S DAUGHTER,female
1592405509,GORANT JIM,Reference,Jim Gorant,THE LOST DOGS,male
1591843820,ALLEN PAUL,Business/Economics,Paul Allen,IDEA MAN,male
0375504877,MORRIS EDMUND,Biography/Autobiography/Memoir,Edmund Morris,COLONEL ROOSEVELT,male
0307955575,BERGEN PETER L.,History/Law/Political Science,Peter L Bergen,MANHUNT,male
0312368089,JOHANSEN IRIS,Suspense/Thrillers,Iris Johansen,DARK SUMMER,female
1476732329,ANDERSEN CHRISTOPHER,Biography/Autobiography/Memoir,Christopher Andersen,THESE FEW PRECIOUS DAYS,male
055380670X,HORNFISCHER JAMES D.,History/Law/Political Science,James D Hornfischer,NEPTUNE&#39;S INFERNO,male
0470474238,FABER DAVID,Business/Economics,David Faber,AND THEN THE ROOF CAVED IN,male
0425248305,RIVERS JOAN,Humor,Joan Rivers,I HATE EVERYONE...STARTING WITH ME,female
1401324797,DENVER RORKE,Biography/Autobiography/Memoir,Rorke Denver and Ellis Henican,DAMN FEW,unknown
0385352859,FLANAGAN RICHARD,Action/Adventure,Richard Flanagan,THE NARROW ROAD TO THE DEEP NORTH,male
0062136585,TRIGIANI ADRIANA,Fiction General,Adriana Trigiani,THE SUPREME MACARONI COMPANY,female
0307405850,DOBYNS JAY,Nonfiction General,Jay Dons and Nils Johnson-Shelton,NO ANGEL,multi
0399161570,ATKINS ACE,Mystery/Detective,Ace Atkins,ROBERT B. PARKER&#39;S WONDERLAND,male
0547273428,TOLKIEN J. R. R.,Poetry,J R R Tolkien,THE LEGEND OF SIGURD AND GUDRUN,multi
0061732370,LEMMON GAYLE TZEMACH,Biography/Autobiography/Memoir,Gayle Tzemach Lemmon,THE DRESSMAKER OF KHAIR KHANA,female
0778325504,MACOMBER DEBBIE,Romance,David Baldacci,THE WHOLE TRUTH,female
0307592235,VAN DYKE DICK,Biography/Autobiography/Memoir,Dick Van Dyke,MY LUCKY LIFE IN AND OUT OF SHOW BUSINESS,male
1416537325,LINDSEY JOHANNA,Romance,Johanna Lindsey,NO CHOICE BUT SEDUCTION,female
034546933X,PERRY ANNE,Mystery/Detective,Anne Perry,EXECUTION DOCK,female
1476745005,JANCE J. A.,Suspense/Thrillers,J A Jance,MOVING TARGET,female
